OBJECTID,NUM_Ped_Bike_Crashes,NUM_MotoristCrashes,NUM_Ped_Bike_Killed,NUM_Ped_Bike_SeriousInjury,NUM_Motorist_Killed,NUM_Motorist_SeriousInjury,KSI_Revised,Street,HIN_Version,GlobalID,Shape__Length
34669,1,1,0,1,0,1,4,Eastway Dr,2013-2017,2fb1bb26-d79c-4e23-97f8-f3b156090ace,2497.72364966255
34670,0,1,0,0,1,0,5,Cloister Dr,2018-2022,be6baa39-2cc6-41da-9d5e-f1b8f19bf5c5,1033.47368097892
34671,0,2,0,0,1,1,6,N Tryon St,2016-2020,5965b031-5ef9-44fd-a301-9b6961b03825,2524.12991336557
34672,0,1,0,0,1,0,5,Quail Hollow Rd,2013-2017,76521e3b-6b3f-47b3-8b06-c3b06d07bd2b,2043.47969944077
34673,1,0,1,0,0,0,5,Red Roof Dr,2017-2021,cc3c1408-9ef4-48e6-b190-fceacdfc0a3c,419.72813841619
34674,0,2,0,0,1,1,6,Norris Av,2014-2018,e2abe640-d2d2-4752-9f5c-2856e9043ce5,1949.02293439153
34675,0,1,0,0,1,0,5,N Tryon St,2013-2017,bca2925a-1caf-46f4-ab6b-2d7eeeb50988,2524.87443360673
34676,1,4,1,0,3,1,21,N Tryon St,2019-2023,8cc61f7f-8aa8-471a-8d20-50dda83dd5c2,2524.13041419956
34677,1,0,1,0,0,0,5,Hickory Grove Rd,2013-2017,bcf2ec34-1228-45e1-a9e4-ab4106454524,2129.75990477878
34678,0,1,0,0,1,0,5,Romare Bearden Dr,2017-2021,03799505-fa25-4c12-b20f-338e381b5d34,798.918838578998
34679,0,1,0,0,1,0,5,Daleview Dr,2018-2022,85b576c1-795b-457c-bcde-a991d843dafb,1682.42185739032
34680,1,0,1,0,0,0,5,W Martin Luther King Jr Bv,2019-2023,c65eb845-d8c7-4606-9dff-0d8670db0b11,1964.77440734268
34681,0,1,0,0,0,1,1,E Mallard Creek Church Rd,2018-2022,7f6633be-c5b5-47e0-8a6a-dd489c7118fc,2193.43188172002
34682,0,1,0,0,0,1,1,Harri Ann Dr,2014-2018,f4032929-1606-4d83-a3e4-799b94660eb1,2629.82380277364
34683,0,1,0,0,0,1,1,E Brookshire Fr Ra,2014-2018,a24d99f1-3b54-4f4f-ad53-3664e7e1dc10,70.7495160399052
34684,0,1,0,0,0,1,1,Carol Ann Dr,2017-2021,c59ac262-cba0-435a-84f5-8bdc258b5c3d,747.610753767489
34685,0,1,0,0,0,1,1,Griers Grove Rd,2013-2017,c2c958d4-aa60-4823-9e4e-77947ee662ee,1442.91969445431
34686,0,1,0,0,0,1,1,Portland Av,2014-2018,055dfbdf-13f2-4947-87c6-42e0302db198,441.870270374582
34687,1,1,0,1,1,0,8,E W T Harris Bv,2016-2020,4e2d6142-8587-4246-afd9-d95f50fafb87,2542.59004506399
34688,1,0,0,1,0,0,3,Calawood Wy,2017-2021,be6cd281-6044-45af-9e0e-9bcbd54fff90,1618.35518350088
34689,0,2,0,0,1,1,6,Atando Av,2017-2021,6b8c71fd-4043-48fc-883d-23340bda5de9,2201.97388526232
34690,0,2,0,0,0,2,2,The Plaza,2018-2022,9dce83da-ad14-4b86-a2fd-a3be42837e7b,2478.0447097827
34691,0,1,0,0,1,0,5,Statesville Rd,2018-2022,cad44d3f-7c0a-49f7-9c70-c137fab90b20,2502.33050033336
34692,0,1,0,0,0,1,1,Old Statesville Rd,2017-2021,f8bb29f7-9830-44da-bf8c-94dbc0a154ef,2452.76267790232
34693,0,1,0,0,0,1,1,Asbury Av,2015-2019,d61a7427-344e-4ac5-a8ec-dbc1747aa93a,1776.62186726706
34694,0,1,0,0,0,1,1,E W T Harris Bv,2019-2023,f794c0a5-2fea-4a17-9f4e-e1d234af2b78,2542.59039183255
34695,0,1,0,0,0,1,1,Amherst Villa Ct,2014-2018,5ffcfc09-0616-4584-a468-e82cc5ec3fcd,298.559905136599
34696,0,1,0,0,0,1,1,Josh Birmingham Py,2016-2020,838dde7d-edf5-4e38-aa9d-e4bf0b6b4b6f,2468.88521359963
34697,0,1,0,0,0,1,1,Burkholder Rd,2018-2022,0c4bcb75-0a2f-40de-9a9c-18eb9a4569f3,2420.60178829278
34698,3,2,3,0,1,1,21,The Plaza,2016-2020,b2efc0e4-f93b-4e9d-9748-315563b5765e,2478.04457456585
34699,1,0,1,0,0,0,5,Chasewood Dr,2016-2020,62b5038e-0d56-45b7-8af9-0416dd65ca5d,86.8981052524424
34700,0,1,0,0,0,1,1,S I-77 Hy,2019-2023,bdcc1399-f7d7-40f9-ab21-77b9481609e2,2580.94143742029
34701,0,1,0,0,0,1,1,South Bv,2017-2021,da80a53b-9203-4bff-abd1-446da4af2291,2493.57261911812
34702,0,2,0,0,0,2,2,Idlebrook Dr,2018-2022,b681fc02-418c-4a38-8aac-92f997963bb5,2220.63017463424
34703,0,2,0,0,1,1,6,E John Belk Fr,2019-2023,87753637-f663-4605-94d0-47ad09b41ee4,1995.87927634718
34704,1,0,1,0,0,0,5,Arboretum Shopping Center Dr,2017-2021,c1595143-0f36-453a-bc6c-5efa97469fca,2373.62033002619
34705,0,1,0,0,0,1,1,S Wendover Rd,2018-2022,a1d26c71-d7fa-4896-aaf9-4c6b36ae1913,2163.12179578363
34706,0,1,0,0,0,1,1,Barton Creek Dr,2019-2023,c205f44b-7f51-496a-ba61-4d20031e2c8a,1720.71002281476
34707,1,0,0,1,0,0,3,Regal Oaks Dr,2018-2022,a7896307-ada9-4278-8796-f9a0bc6ce131,1910.90890816362
34708,0,1,0,0,0,1,1,Albemarle Rd,2017-2021,11cacb17-5fd6-462a-84a8-6cc7e2f2e740,2552.518131628
34709,0,1,0,0,0,1,1,Lawyers Rd,2015-2019,798a27ab-cdfb-4eeb-a74a-0da0a4be7ae3,2082.66925789394
34710,1,0,1,0,0,0,5,Old Steele Creek Rd,2014-2018,89b36f19-3fa4-4743-9677-05dc741b0f59,2496.48741223403
34711,2,0,2,0,0,0,10,Crownpoint Executive Dr,2013-2017,17cf606d-4cee-40f8-bab3-6179aea588ab,1429.75931126206
34712,1,1,1,0,1,0,10,Freedom Dr,2019-2023,59cfed34-16e2-45ce-92d1-2e43154754cf,2538.81322079573
34713,0,1,0,0,0,1,1,N Church St,2017-2021,a2ae9a4b-1d56-413e-a31a-0832c9cb36c4,1963.20022422431
34714,0,1,0,0,0,1,1,Providence Rd,2017-2021,245bf4d8-0c42-42a2-90ce-1175c5671fc5,2631.46574568797
34715,0,1,0,0,1,0,5,Runnymede Ln,2018-2022,710591c8-660b-4480-a935-2396942bde40,2311.12772529063
34716,0,1,0,0,0,1,1,Cayenne Dr,2014-2018,34587e98-0539-4672-8497-a11b0b94cd81,1233.86530912323
34717,1,0,1,0,0,0,5,N I-85 Hy,2016-2020,be351029-e853-403f-bd05-bf702ae90297,2595.3032702093
34718,1,2,0,1,2,0,13,Eastway Dr,2014-2018,16d0e7dc-1615-44c4-8a41-94677fd11885,2498.00129053152
34719,0,1,0,0,1,0,5,Matheson Av,2018-2022,354e2364-5ee6-4855-a0be-3f5564614d1d,2562.71298179467
34720,1,0,1,0,0,0,5,Independence/I-277 Ra,2018-2022,eaec195e-b3dc-42a6-ad68-ec9cd9e9dc00,1251.96273761538
34721,0,1,0,0,0,1,1,Sir Bailey Dr,2013-2017,9f3f9654-dd90-4e0d-a3fa-a144ef9818e0,1508.78322233193
34722,0,1,0,0,0,1,1,S College St,2017-2021,e13dd273-08b9-4fec-aab2-20bc871308ac,1673.12656226434
34723,1,0,0,1,0,0,3,Mt Holly-Huntersville Rd,2015-2019,379603f9-c46b-4bb8-900c-fc2a0b93ac13,2353.62318845471
34724,0,1,0,0,0,1,1,Edgewood Rd,2015-2019,4ce6a920-2c5b-4c33-84dd-c6c519f53c0b,1585.65989883141
34725,1,0,1,0,0,0,5,The Plaza,2019-2023,a7c75a73-8347-43e2-8df2-0d6da077e726,2478.04443538753
34726,0,1,0,0,1,0,5,Hiddenbrook Dr,2015-2019,ef3f3667-4a71-4ad6-bb4a-74aa9c11184c,2124.20810683677
34727,0,1,0,0,1,0,5,Westinghouse Bv,2016-2020,3ea54443-1d7e-4168-b125-75cebc6baa88,2597.68283784976
34728,0,1,0,0,0,1,1,S Mint St,2019-2023,000d5fc2-6602-4587-ac99-c555cb2c4441,2238.99850856259
34729,0,1,0,0,0,1,1,West Bv,2013-2017,17b50eb3-b21d-4bc1-86b8-83add9bddd89,2445.44232426011
34730,1,0,1,0,0,0,5,Albemarle Rd,2017-2021,ea0504bf-5f83-4de3-baee-b271b5a4ad3f,2552.51755296796
34731,0,1,0,0,1,0,5,Runnymede Ln,2016-2020,994aaeb0-7b6c-4780-a63a-27e54757ae1c,2311.12772529063
34732,0,1,0,0,0,1,1,Providence Rd,2014-2018,75281d18-2a6f-4967-bc26-9143a031ce1e,2631.46516309983
34733,0,1,0,0,1,0,5,S I-77 Hy,2018-2022,a1794d2e-8515-4af2-be16-3175d7b4ce1b,2580.94193207178
34734,0,1,0,0,0,1,1,Rhyne Rd,2013-2017,400d2dd3-bc21-425b-aaef-0278d5460dc2,1985.80849862918
34735,0,1,0,0,0,1,1,E 3rd St,2018-2022,5ade27ef-b841-4ec6-9c42-c511bf7ffcec,2066.38167989814
34736,0,1,0,0,0,1,1,Westerwood Dr,2013-2017,f4ede806-8490-4049-b21f-34b80479a5cb,2628.24372530098
34737,1,0,1,0,0,0,5,Clairemore Pl,2015-2019,90803f42-4fe9-4caf-b2f4-dc24fb575ce7,1104.14987666151
34738,0,1,0,0,1,0,5,Bellegarde Dr,2013-2017,3abd8832-73a3-4d0d-96b0-9a761766a6ee,1051.59729944552
34739,1,1,1,0,0,1,6,Elmin St,2013-2017,6b956a82-97ba-452c-abf6-afa924c6ac7c,2595.48958867535
34740,1,0,0,1,0,0,3,N Tryon St,2018-2022,b39f5cd6-4f0d-4128-b4c1-3eabdf7e224e,2524.13143339358
34741,0,1,0,0,0,1,1,Marvin Rd,2017-2021,3b90c109-ad69-4b07-b917-7477a7ad7394,1348.50391981921
34742,0,1,0,0,0,1,1,Toddville Rd,2013-2017,7ec13750-127d-4dec-89e6-11098de295d0,2578.12334941246
34743,0,2,0,0,1,1,6,Archdale Dr,2018-2022,22b097dc-88c7-495c-8173-304bd21d8980,2489.88544714087
34744,1,0,1,0,0,0,5,Old Concord Rd,2018-2022,26ef9fcf-fb59-4ba4-880e-960451a5bbd8,2547.50077179032
34745,0,1,0,0,0,1,1,Kilborne Dr,2014-2018,e3fb78e6-490e-468b-8147-3ccde925b48b,2419.89997558204
34746,1,1,0,1,0,1,4,The Plaza,2013-2017,c346bd02-3020-495b-85ce-6f11b3b1ea4c,2473.40044113082
34747,0,1,0,0,0,1,1,Westlake Dr,2017-2021,3c703c9f-1a2f-4f56-8aa9-e202de5c0614,1972.43536307699
34748,0,1,0,0,0,1,1,S Mcdowell St,2019-2023,ff93078b-2cd2-4059-9845-40926fe0733f,1853.12251297119
34749,1,1,0,1,0,1,4,E 3rd St,2014-2018,f90eef6e-fc8c-43d0-a90d-624f5d215896,2066.38176660594
34750,1,2,1,0,1,1,11,Sunset Rd,2018-2022,17f23057-c06e-471b-a329-9530ca7c15b4,2639.06028507483
34751,0,2,0,0,0,2,2,Shamrock Dr,2015-2019,886ea7e3-91a4-4703-b453-7b5d8d5e47fe,2378.90571895395
34752,0,1,0,0,1,0,5,Harwyn Dr,2019-2023,ee4c2460-3fa9-41cd-aefc-8b30f523ac4a,1278.43698958971
34753,0,1,0,0,0,1,1,Montana Dr,2016-2020,14fff0c7-34fb-46be-a93a-43f41027e514,2209.83084343446
34754,0,1,0,0,0,1,1,Country Oaks Rd,2016-2020,07d8a272-54b0-430c-82b2-85af2f84f5b7,2503.68286437423
34755,1,0,1,0,0,0,5,Banner Elk Dr,2019-2023,845c4c43-1d9a-4215-af44-c456548a68dd,488.484417641334
34756,0,1,0,0,1,0,5,Lions Mane St,2019-2023,0e971782-09bc-459e-b6a5-45e59ae2ace0,1042.6478251372
34757,0,1,0,0,0,1,1,Harris Pond Dr,2017-2021,dcc99cc7-d7eb-4b23-90d0-d1a974aa4d64,176.034030418489
34758,1,2,1,0,0,2,7,Pineville-Matthews Rd,2014-2018,17f73ead-4a3c-4ee5-b9fa-5e6d1e9029c9,2594.41028897311
34759,0,1,0,0,0,1,1,Margaret Wallace Rd,2015-2019,7e763ed0-32b8-4157-ac41-bab9feda81e3,2212.73823583945
34760,0,1,0,0,0,1,1,Kilborne Dr,2015-2019,fc08b2b7-297c-4737-80ad-16001704f55f,2419.89964766997
34761,1,0,0,1,0,0,3,Choate Cr,2014-2018,56154320-8f93-4276-ab80-9855a0664471,2325.90290378811
34762,1,1,1,0,0,1,6,Reddman Rd,2015-2019,ca6ca094-c2a9-4b14-885f-02a27a5f244a,1996.77816037944
34763,1,1,1,0,1,0,10,Aintree Rd,2019-2023,9fc3b68c-1079-49ab-8873-ae0666c00744,885.085597110859
34764,0,1,0,0,1,0,5,Rea Rd,2016-2020,751835ae-cbbc-4dfd-aecf-12a7e224af83,2633.42221720249
34765,1,0,1,0,0,0,5,Johnston Rd,2017-2021,cad1236c-a2d7-47cd-b79b-7cae967824c8,2540.8481360905
34766,1,0,1,0,0,0,5,Rutherford Dr,2015-2019,8cb5a9e3-02ca-4af7-83bc-1a684dc52138,1498.45425335283
34767,1,0,0,1,0,0,3,N Shopping Center Dr,2018-2022,6a620afb-00de-4099-9d42-7fdd10341172,2580.89214131322
34768,2,1,1,1,1,0,13,Parkwood Av,2013-2017,2b12e462-46d5-4679-9c3a-16b6ba57cb0e,2269.10446497492
34769,0,1,0,0,1,0,5,Timberway Dr,2016-2020,92bd9c52-e229-4e76-b130-37ea98c71036,2334.8490914122
34770,0,2,0,0,0,2,2,E Independence Bv,2014-2018,468b4d38-3611-44a8-aa05-0c257b746ef6,2543.4577616794
34771,2,0,2,0,0,0,10,Sardis Rd North,2013-2017,994d21c3-f3d0-41a8-b6f5-8567f6f7a352,2572.22660134658
34772,0,1,0,0,0,1,1,Gilbert St,2017-2021,4bb8301c-303e-4d92-85ca-309d376a39db,2119.49701091258
34773,0,1,0,0,0,1,1,Providence Rd,2013-2017,d3e0501e-4189-41b3-a3ca-905c90392105,2621.54445479572
34774,0,1,0,0,0,1,1,Thriftwood Dr,2018-2022,96b4246f-5a09-4a43-9e25-8e27e33aa5fc,2222.4564300955
34775,1,1,1,0,0,1,6,Sunset Rd,2019-2023,07f41424-f520-4873-8fc1-01303e449c9f,2639.06070104987
34776,0,2,0,0,1,1,6,Old Mt Holly Rd,2019-2023,6fa41bea-8e18-4c90-a2d6-3af72ea01153,2631.67874580334
34777,0,1,0,0,0,1,1,Fordham Rd,2013-2017,3dea1f9a-2a4e-48fc-a8e5-26408ae666b8,1914.28921445795
34778,0,1,0,0,1,0,5,Johnston Rd,2018-2022,2fb3da74-244f-4100-8af7-474b6c098b71,2540.84840004402
34779,0,1,0,0,1,0,5,Lucas Ln,2018-2022,1ed26db1-0571-49aa-a79b-be57aaea6261,590.169747295973
34780,0,1,0,0,0,1,1,Governors Hill Ln,2014-2018,8430ef49-8b25-46a9-a867-1ab105e35549,822.02455644793
34781,0,2,0,0,0,2,2,Freedom Dr,2014-2018,a4d64df8-252b-4069-980e-40da330cc105,2538.81287285009
34782,0,1,0,0,0,1,1,Ashcraft Ln,2019-2023,8809950e-1267-475c-a8ec-7f407b1c281d,2045.87481027624
34783,0,1,0,0,1,0,5,Randolph Rd,2019-2023,5f3794f5-1305-4b23-b683-3f1f38e22be2,2516.57254099753
34784,1,0,0,1,0,0,3,E Morehead St,2013-2017,686e1c19-34c8-44b7-a764-3ce4fc9e00d2,2158.32834428427
34785,0,1,0,0,1,0,5,E Hebron St,2016-2020,3d243d44-1032-454d-834d-03fb55b7bc45,2246.55749258482
34786,1,0,1,0,0,0,5,N Tryon St,2016-2020,7fd6488f-6bd1-46fc-a4d0-16756ca9875f,2524.1302794801
34787,0,1,0,0,0,1,1,Randolph Rd,2013-2017,5f3a2b9a-e375-4a97-9d98-8498001ecec7,2516.67489458851
34788,0,1,0,0,1,0,5,Orr Rd,2018-2022,e978c2c2-ddd5-442c-b4f2-6bfc50697754,2118.044934601
34789,1,0,0,1,0,0,3,Deveron Dr,2013-2017,db6cf96c-fc51-4476-94b9-0c0cf8b14147,1882.38343328943
34790,0,2,0,0,0,2,2,Tuckaseegee Rd,2017-2021,e46cc440-e779-46e1-9ee0-ed89f7d6e5bd,2513.81201902815
34791,1,1,0,1,0,1,4,N Tryon St,2019-2023,c47d21ff-a529-4cde-85a1-e6b3f7ede3f7,2524.13097495705
34792,0,1,0,0,0,1,1,Foster Av,2013-2017,8e9e5ab4-558f-45d8-82db-17c64ec4de6f,1242.61669831412
34793,0,1,0,0,1,0,5,Hickory Grove Rd,2013-2017,0ef954fd-c8a9-4707-b348-1e6ffbdb2393,2124.92393311802
34794,0,1,0,0,0,1,1,Seneca Pl,2018-2022,7d6f2a9b-b347-4f3c-8026-8862187c746a,2168.86696049286
34795,0,1,0,0,0,1,1,Steele Creek Rd,2013-2017,05e8b1d2-cda9-4127-8ed2-2b19fa003020,2575.03430715416
34796,0,1,0,0,0,1,1,N Church St,2018-2022,46b9e4fb-13cc-4b42-8434-6695b9925353,1963.20022422431
34797,0,1,0,0,0,1,1,W Mallard Creek Church Rd,2015-2019,164a8996-a37e-4b5b-b08c-05a80e712a53,2216.0410907397
34798,0,1,0,0,1,0,5,Westport Rd,2015-2019,deb2ae8e-75eb-4e5a-9522-d5e4a29361d6,1355.95401257413
34799,0,1,0,0,0,1,1,Valleydale Rd,2018-2022,cd8e3726-f26a-419e-abc1-250e7c382c25,2332.45375886424
34800,0,1,0,0,1,0,5,Little Rock Rd,2017-2021,5cfe9205-8b5d-4c42-9d29-2f48f4954a3d,2553.12817051488
34801,0,1,0,0,0,1,1,Barry Dr,2017-2021,ac7d5861-cad1-4536-aea3-81f7d512a621,2008.44947660918
34802,0,1,0,0,0,1,1,Archdale Dr,2015-2019,9a82c001-466e-43bb-bc7b-321e90bfe896,1005.49351952316
34803,0,1,0,0,0,1,1,Paw Valley Ln,2016-2020,84edf427-7cef-4d98-b253-caf6bfc5ff06,1630.00554346333
34804,1,0,0,1,0,0,3,Point Lake Dr,2017-2021,1e44f3a5-fa48-484d-9683-d1a825a77755,1837.97173626199
34805,0,1,0,0,0,1,1,Toddville Rd,2016-2020,7f566929-1c4b-4ed6-92df-2f2cf2691c0b,2587.09016317906
34806,0,1,0,0,0,1,1,Yorkmont Rd,2015-2019,e194779b-76a4-4804-b2f2-212fb7fdb796,2418.34706230534
34807,1,0,1,0,0,0,5,Krefeld Dr,2015-2019,7c8d1924-dccd-48cb-8d24-24cab7fc2b6a,829.537510052542
34808,0,1,0,0,0,1,1,S Vicksburg Park Ct,2017-2021,372bca2e-8306-4733-98e6-c42a86e636d4,473.97278226288
34809,1,0,1,0,0,0,5,Grandiflora Dr,2015-2019,a6b83467-1432-4aac-82ce-2f34b49257f8,569.261420921228
34810,0,1,0,0,0,1,1,Pawley Dr,2019-2023,1c2b4a2a-ba88-47df-8dca-5b5b96a2e473,2432.15054776808
34811,0,1,0,0,0,1,1,Kempton Pl,2018-2022,32bfb86c-d619-450d-9020-cb4e9127068c,1460.47348134045
34812,1,2,1,0,2,0,15,Parkton Rd,2018-2022,487152db-ef1a-46fb-8a30-055d65696c07,2128.61980485444
34813,0,1,0,0,1,0,5,Westinghouse Bv,2014-2018,84a4e84a-9558-4e25-8c20-fa5c20f17241,2597.68312477698
34814,0,2,0,0,2,0,10,Mt Holly-Huntersville Rd,2015-2019,ccd59753-8ae5-47b4-8698-e545d88e244b,2585.37480496624
34815,1,0,0,1,0,0,3,Mcdonald Av,2015-2019,f78d5ed0-4f2f-49fc-9840-bbb5dab7e7f5,1761.05229383991
34816,0,2,0,0,2,0,10,Mt Holly-Huntersville Rd,2016-2020,cb80e898-6ac3-4ced-bc5e-1706b1d58902,2585.37480496624
34817,0,3,0,0,0,3,3,Fred D Alexander Bv,2014-2018,819a83fc-c1cf-428f-bac8-0fbdb195081f,2538.75966745152
34818,1,3,1,0,1,2,12,Central Av,2016-2020,ad936642-5b18-4e39-baea-6b7c7d2a69df,2483.60167651741
34819,2,3,2,0,1,2,17,Brookshire Bv,2014-2018,a2a2282c-9e9e-4def-ae00-ee448ed39d3c,2527.95271722033
34820,0,1,0,0,1,0,5,N I-85 Hy,2016-2020,66bd4846-561c-4eb5-9560-7974b951b9a1,2595.30342188012
34821,0,1,0,0,1,0,5,S Tryon St,2019-2023,c53476a7-3106-487a-9306-03fe04afc0fe,2619.82987280096
34822,0,1,0,0,0,1,1,W 24th St,2019-2023,85da820e-d370-4414-b6f9-5e49aad67afa,1411.03448881598
34823,1,0,0,1,0,0,3,Mallard Creek Rd,2019-2023,0b679d39-6b2a-46fa-b419-c87406d227aa,2543.12947991179
34824,0,2,0,0,1,1,6,E W T Harris Bv,2015-2019,73326f32-ea7d-47d8-aac3-28cc346ea3ab,2542.58962495043
34825,0,2,0,0,2,0,10,Archdale Dr,2016-2020,bbb6fb20-6c68-4e30-b803-a5c7d8445c1b,2489.88536748681
34826,1,0,1,0,0,0,5,Beatties Ford Rd,2019-2023,fd0a3b66-c680-4acc-8d4c-295c11a90fde,2485.35116742457
34827,0,1,0,0,0,1,1,Mclean Rd,2013-2017,a7a3dfa1-89e5-49d2-ba9b-5356068327f6,1870.38934953079
34828,0,1,0,0,0,1,1,Harris Houston Rd,2019-2023,18b7f82e-9eb2-42a8-bf6e-775fd7cd9b20,2365.81791823453
34829,0,1,0,0,0,1,1,Forest Point Bv,2014-2018,c5966da9-186d-41e1-9be3-d07292f8c599,2178.16368955994
34830,1,0,0,1,0,0,3,N I-85 Hy,2019-2023,b0485bc5-0cf9-4467-92b3-205f68ce5b34,2595.30376048895
34831,1,0,1,0,0,0,5,University Pointe Bv,2015-2019,de219dbc-d41f-4979-a101-19c2b5e098e6,2322.40540288777
34832,1,0,1,0,0,0,5,Billy Graham Py,2015-2019,26f7cdb6-1f60-4c58-aaf4-12b5b4233e81,1829.13564742031
34833,0,1,0,0,1,0,5,Tarrywood Ln,2019-2023,6cf21425-8fc1-457b-a0d1-8478eaa14b90,1312.35607463101
34834,1,0,0,1,0,0,3,Lansdowne Rd,2017-2021,d1f98ebc-1a5c-436d-9117-3fc8294bd020,2070.53267934024
34835,0,2,0,0,0,2,2,Choate Cr,2015-2019,996036a1-5e6d-4bbd-a812-359c02c90258,2325.90287041982
34836,0,1,0,0,1,0,5,Nc Music Factory Bv,2017-2021,8fea4a4f-bf55-4138-8ed4-de537ad9ca57,1417.58100914471
34837,0,1,0,0,0,1,1,Fox Run Dr,2014-2018,487b0d23-ba7b-4612-bb63-5d6d5fe969c6,1585.56551598587
34838,1,0,0,1,0,0,3,E 28th St,2014-2018,0cdc4046-886a-4491-a81a-94f7651033e6,675.763949071868
34839,0,2,0,0,1,1,6,W W T Harris Bv,2013-2017,6d83b3f8-38b0-488e-866b-4812f92f9f6f,2626.19084394131
34840,0,1,0,0,1,0,5,Wabash Av,2019-2023,79b926bc-0a87-4335-afae-9b66bc7bbfe1,2099.08774131409
34841,1,1,1,0,1,0,10,The Plaza,2018-2022,9133a9b3-ad0c-42c7-846e-ef07a2790a1b,2478.04447037155
34842,0,1,0,0,1,0,5,Alexander Glen Dr,2013-2017,e431bdd5-7c64-4071-a3f9-037cd9e668a0,971.0637180641
34843,0,1,0,0,1,0,5,Little Rock Rd,2017-2021,417c9b00-fdc2-4a5d-8951-e05d1fc924e0,2553.12822407198
34844,0,1,0,0,1,0,5,Grapevine Dr,2013-2017,dfd968fe-3735-434a-87c2-42f2e36fa2a7,1098.79324996375
34845,0,1,0,0,0,1,1,Margaret Wallace Rd,2014-2018,5692a4bd-45f6-4a2f-872c-3eed30766d18,2212.73785334658
34846,1,0,1,0,0,0,5,Brice St,2018-2022,0e81ec3d-fbdb-4a11-8b18-9de8d83a5a04,1092.42757801571
34847,0,1,0,0,0,1,1,Park Rd,2013-2017,fb0d4579-55df-443f-94b4-5851787d9970,2479.8854838867
34848,0,2,0,0,0,2,2,Toddville Rd,2017-2021,b388e04c-cf9c-478a-9b15-a88943aefa2a,2587.09016317906
34849,0,2,0,0,0,2,2,E Brookshire Fr Ra,2014-2018,e693f7da-fab6-4ced-8390-a2941d27605c,477.738807830162
34850,1,0,1,0,0,0,5,Ashmore Dr,2018-2022,fff85e2e-481c-4235-942d-1999de9558a7,1463.27608124054
34851,0,1,0,0,1,0,5,Runnymede Ln,2017-2021,ab29e412-3fbb-4470-8dba-5accc31a7f68,2311.12776089772
34852,0,1,0,0,0,1,1,Ardrey Kell Rd,2013-2017,d5ff35c5-1bea-47d8-b349-a4a3e9eb4344,2604.80605442052
34853,0,2,0,0,1,1,6,John Kirk Dr,2018-2022,fbb0021a-ddc7-44dc-aab7-7532dfe3e3fc,2282.20118455011
34854,0,1,0,0,1,0,5,Alleghany St,2019-2023,839e2ac8-db76-4eae-aa68-c1d602004796,2616.9052057927
34855,1,0,0,1,0,0,3,Chatham Ridge Cr,2016-2020,b9cd6b32-f896-46a5-8314-fc58fcf91d5c,342.314123017265
34856,0,1,0,0,0,1,1,Shamrock Dr,2015-2019,8cbfc1a4-a91e-4215-92a9-80b8e3bb33ad,2378.90657067883
34857,1,0,0,1,0,0,3,Amity Pl,2017-2021,a55c7280-6bbb-40ed-a572-5fa2365147db,2464.43435063902
34858,3,4,2,1,2,2,25,Wilkinson Bv,2018-2022,bde1f5e7-51e8-4a02-a4b8-da929ce3f587,2627.45684818425
34859,0,1,0,0,0,1,1,East Bv,2015-2019,a26c4d97-a5fb-4751-923f-5eb0ba6174a4,2308.13838563326
34860,1,0,1,0,0,0,5,Nc Music Factory Bv,2015-2019,9045e558-b679-4470-9eea-1349e2f683bb,1417.58121483148
34861,0,1,0,0,0,1,1,Denon Hills Dr,2017-2021,ad095766-85e5-4582-8610-71926dc17d21,514.608516709167
34862,0,1,0,0,0,1,1,Albemarle Rd,2017-2021,a7be7938-bed9-4384-a6c4-13cbe0e8f78c,2552.51827726607
34863,0,1,0,0,0,1,1,Queens Rd,2019-2023,a17a5291-292e-42b2-816d-a7be738b85d2,2149.05121536815
34864,0,2,0,0,1,1,6,Pinewood Ln,2017-2021,ebb8cfbe-6118-4250-b460-b58d5961ecbc,2203.39486537353
34865,1,0,0,1,0,0,3,W Mallard Creek Church Rd,2017-2021,d3355e5e-d471-4cce-bd13-d1f5f582007f,2216.04111957195
34866,0,1,0,0,0,1,1,Westcliff Dr,2018-2022,fdf90eba-8f31-4ba2-94ed-b04f525b5f7c,1085.55296264414
34867,0,1,0,0,0,1,1,Roxborough Rd,2013-2017,92b9d954-9ae3-4d71-92d8-08439b742aa7,1487.21051984853
34868,0,1,0,0,1,0,5,Shamrock Dr,2019-2023,e8e960a5-8801-49d4-80c1-0e79bf60cf6e,2378.90609700092
34869,0,1,0,0,0,1,1,Monroe Rd,2016-2020,443eed52-9e88-4669-b14e-8d55ab61ceec,2617.51668868301
34870,,,,,,,1,4TH,2013-2017,f2793987-d731-4d49-9b19-c47a554d6a29,468.503703476262
34871,0,1,0,0,1,0,5,Fred Gutt Dr,2015-2019,c996534a-26f8-4c43-ace3-e2627455ee16,963.777153994064
34872,1,1,1,0,0,1,6,W W T Harris Bv,2015-2019,9a27025a-8070-4ed3-aabb-3b30ef33c07e,2632.19995082913
34873,0,1,0,0,1,0,5,E W T Harris Bv,2014-2018,5a97d78f-b5f0-40ef-82a2-52c794996237,2542.59025219983
34874,0,1,0,0,1,0,5,New Bern Station Ct,2015-2019,fbab5795-5aaa-4433-90f1-352e4e4dfa36,536.890774338491
